satisfaction_level,last_evaluation,number_project,average_monthly_hours,tenure,work_accident,left,promotion_last_5years,department,salary
0.203,0.271,3,187,2,1,0,0,IT,medium
0.779,0.545,4,170,6,0,0,0,technical,high
0.392,0.641,5,180,6,0,0,0,sales,high
0.216,0.635,4,230,3,0,0,0,management,high
0.189,0.594,3,135,1,0,0,0,management,medium
0.265,0.061,5,215,6,0,0,0,product_mng,high
0.718,0.909,3,193,4,1,0,0,accounting,low
0.894,0.26,4,181,6,0,0,0,technical,low
0.614,0.768,4,214,2,0,0,0,hr,low
0.367,0.355,4,157,4,0,0,0,technical,low
0.737,0.12,3,212,5,0,0,1,support,low
0.252,0.577,4,182,3,0,0,0,technical,low
0.246,0.228,6,169,1,0,0,0,RandD,low
0.542,0.671,2,193,2,0,0,0,technical,low
0.489,0.629,4,220,4,1,0,0,IT,low
0.72,0.74,5,209,4,0,0,0,hr,low
0.552,0.343,5,186,1,0,0,0,sales,low
0.839,0.574,3,189,2,0,0,0,technical,medium
0.212,0.592,4,168,6,0,0,0,management,medium
0.155,0.562,6,181,4,1,0,0,marketing,medium
0.565,0.232,4,185,4,0,0,0,sales,low
0.033,0.737,5,148,3,0,1,0,support,low
0.442,0.317,4,111,3,0,0,0,accounting,low
0.371,0.335,3,160,3,0,0,0,marketing,low
0.51,0.71,3,233,4,0,0,0,IT,low
0.503,0.844,5,231,3,0,0,0,RandD,low
0.065,0.719,2,247,3,1,0,0,technical,medium
0.615,0.366,4,202,5,0,1,0,support,low
0.294,0.603,3,227,3,0,0,0,RandD,medium
0.311,0.707,3,197,3,0,0,0,support,low
0.699,0.313,4,107,7,0,0,0,technical,medium
0.921,0.527,7,224,4,0,0,0,support,low
0.478,0.276,6,149,4,0,0,0,technical,medium
0.296,0.938,3,165,2,0,0,0,support,low
0.412,0.167,3,259,3,0,0,0,technical,medium
0.663,0.755,5,143,3,0,0,0,support,medium
0.481,0.487,5,121,2,0,0,0,sales,medium
0.423,0.314,4,241,5,0,1,0,sales,low
0.051,0.302,4,121,3,0,0,0,hr,low
0.717,0.384,5,90,6,0,0,0,RandD,low
0.44,0.562,4,143,7,1,0,0,marketing,low
0.823,0.746,4,203,2,0,0,0,support,low
0.076,0.692,4,219,5,0,1,0,hr,low
0.243,0.691,5,220,6,0,0,0,support,low
0.957,0.639,3,228,5,0,0,0,management,low
0.435,0.473,6,180,3,0,1,0,sales,medium
0.618,0.052,4,248,2,0,0,0,technical,medium
0.292,0.583,4,236,1,0,0,0,sales,low
0.479,0.695,6,171,2,0,0,0,marketing,low
0.74,0.555,4,196,1,0,0,0,IT,medium
0.207,0.789,3,279,2,0,0,1,support,low
0.324,0.373,5,213,7,0,1,0,management,low
0.24,0.741,6,299,8,1,0,1,product_mng,medium
0.26,0.519,4,105,4,0,0,0,support,low
0.353,0.851,3,175,3,0,1,0,hr,low
0.233,0.303,5,168,2,0,0,0,technical,medium
0.514,0.34,6,149,1,0,0,0,support,low
0.19,0.309,3,155,4,0,0,0,sales,low
0.053,0.764,4,211,1,0,0,0,support,medium
0.212,0.797,3,178,5,0,0,0,marketing,medium
0.105,0.664,5,204,5,0,1,1,sales,low
0.515,0.63,5,169,6,0,0,0,support,medium
0.406,0.189,3,180,1,0,0,0,support,medium
0.287,0.655,6,99,5,0,0,0,sales,low
0.684,0.403,4,235,5,1,0,0,accounting,medium
0.461,0.511,3,266,1,0,0,0,support,low
0.158,0.582,4,199,3,0,0,0,sales,low
0.504,0.53,4,211,3,0,0,0,IT,low
0.712,0.169,4,157,5,1,0,0,IT,low
0.522,0.488,5,123,9,0,0,0,support,low
0.339,0.745,5,189,3,0,0,0,support,medium
0.517,0.74,5,143,3,0,0,0,support,low
0.355,0.64,4,258,3,0,0,0,technical,low
0.483,0.747,5,239,3,0,0,0,IT,medium
0.627,0.754,5,239,7,0,0,0,support,medium
0.253,0.353,3,157,3,0,0,0,support,low
0.731,0.839,6,186,4,0,0,0,sales,medium
0.279,0.635,2,254,6,0,0,0,sales,low
0.434,0.555,4,172,2,0,0,0,marketing,high
0.539,0.554,4,179,3,0,0,1,IT,medium
0.204,0.852,5,238,4,0,0,0,RandD,medium
0.224,0.519,4,187,1,0,0,0,support,medium
0.195,0.714,7,161,4,0,0,0,sales,low
0.945,0.495,4,213,7,0,0,0,sales,low
0.535,0.813,3,248,6,0,0,0,support,low
0.641,0.803,3,217,6,0,0,0,accounting,low
0.259,0.859,4,225,1,0,0,0,technical,medium
0.739,0.505,5,218,3,0,0,0,product_mng,medium
0.751,0.604,3,242,6,0,0,0,support,medium
0.521,0.564,6,241,6,0,0,0,support,low
0.285,0.829,3,139,3,0,0,0,accounting,low
0.487,0.846,2,203,2,0,0,0,hr,high
0.523,0.643,6,179,8,0,0,0,product_mng,medium
0.617,0.332,3,197,4,0,0,0,IT,high
0.677,0.466,5,266,5,0,1,0,support,low
0.472,0.158,2,242,3,0,0,0,sales,medium
0.546,0.359,4,134,3,0,0,0,sales,low
0.463,0.647,3,161,7,0,0,0,support,low
0.492,0.392,3,180,2,1,0,0,sales,low
0.021,0.287,3,222,6,0,0,1,IT,medium
0.411,0.394,6,219,2,0,0,0,technical,low
0.672,0.755,6,248,1,0,1,1,marketing,low
0.216,0.281,5,232,1,0,1,0,technical,low
0.445,0.646,3,160,4,0,0,0,support,low
0.915,0.363,2,183,2,0,0,0,support,medium
0.573,0.866,3,226,8,0,0,0,support,low
0.703,0.513,4,230,4,0,0,0,marketing,high
0.36,0.522,4,262,2,1,0,0,IT,low
0.34,0.491,3,306,9,0,0,0,product_mng,low
0.704,0.456,3,208,3,0,0,0,sales,low
0.491,0.396,5,226,4,0,0,0,support,high
0.378,0.586,4,264,2,0,0,0,product_mng,low
0.795,0.814,3,195,2,0,0,0,sales,low
0.356,0.175,4,207,2,0,0,0,technical,low
0.815,0.843,4,147,2,0,0,0,sales,low
0.857,0.569,4,224,9,0,0,0,sales,low
0.486,0.405,4,196,5,0,0,0,sales,low
0.786,0.798,3,210,7,0,0,0,RandD,low
0.72,0.603,5,198,4,0,0,0,sales,low
0.433,0.774,3,115,3,0,0,0,IT,low
0.863,0.879,4,202,2,0,0,0,technical,low
0.833,0.588,4,187,1,0,0,0,hr,low
0.504,0.771,3,120,10,0,0,0,sales,medium
0.534,0.884,4,194,5,1,0,0,sales,low
0.098,0.455,4,159,3,0,0,1,support,high
0.553,0.615,2,180,2,0,0,0,accounting,low
0.638,0.478,5,153,2,0,0,0,support,low
0.519,0.56,5,230,3,0,0,0,hr,low
0.652,0.655,3,152,4,0,0,0,accounting,low
0.62,0.532,3,197,3,0,0,0,support,low
0.165,0.399,4,238,3,0,0,0,sales,low
0.415,0.734,5,170,4,1,0,0,technical,high
0.791,0.777,6,179,4,0,0,0,support,low
0.418,0.877,3,169,7,0,0,0,sales,medium
0.061,0.263,2,147,8,0,0,0,marketing,low
0.484,0.486,5,175,1,0,0,0,technical,low
0.83,0.903,4,251,3,0,0,0,accounting,medium
0.802,0.422,5,239,3,1,0,0,technical,low
0.567,0.43,6,148,7,0,0,0,support,low
0.545,0.317,6,235,2,0,0,0,technical,low
0.867,0.438,4,195,4,0,0,0,sales,low
0.658,0.647,3,194,1,0,0,0,sales,low
0.241,0.783,5,250,3,0,0,0,sales,medium
0.094,0.842,4,216,2,0,0,0,hr,low
0.545,0.976,3,186,3,0,0,0,technical,medium
0.185,0.588,5,163,2,0,0,0,accounting,medium
0.558,0.674,5,170,4,0,0,0,support,low
0.641,0.354,3,178,4,0,0,0,support,low
0.634,0.798,2,90,5,0,0,0,accounting,low
0.28,0.275,3,196,3,0,0,0,sales,low
0.206,0.287,4,200,2,0,0,0,management,medium
0.318,0.64,4,283,4,0,0,0,product_mng,high
0.392,0.525,6,242,3,0,0,0,support,low
0.29,0.634,4,147,7,1,0,0,IT,medium
0.688,0.74,6,246,8,0,0,0,marketing,low
0.547,0.494,3,266,3,0,0,0,technical,low
0.47,0.697,5,168,4,0,0,0,sales,low
0.855,0.606,3,207,2,0,0,0,hr,low
0.161,0.739,5,205,3,1,0,0,sales,low
0.237,0.405,4,231,4,0,0,0,support,low
0.626,0.442,5,250,3,0,0,0,technical,low
0.425,0.832,6,186,1,0,0,0,technical,low
0.648,0.799,5,235,3,0,0,0,technical,high
0.503,0.785,3,132,9,0,0,0,technical,low
0.869,0.495,5,206,2,0,0,0,IT,medium
0.232,0.5,4,211,4,0,0,0,support,low
0.181,0.457,5,247,4,0,0,0,technical,high
0.29,0.642,3,177,5,0,0,0,support,low
0.502,0.734,2,195,2,0,0,0,RandD,low
0.15,0.891,6,226,3,0,1,0,technical,medium
0.568,0.447,6,199,5,0,0,0,sales,medium
0.423,0.382,3,204,10,0,0,0,marketing,low
0.373,0.327,6,182,3,0,0,0,hr,medium
0.663,0.846,4,226,7,0,0,0,technical,medium
0.329,0.92,4,236,1,0,1,0,product_mng,low
0.186,0.635,5,185,1,0,0,0,sales,medium
0.375,0.342,5,212,5,0,0,0,support,low
0.398,0.614,3,268,5,0,0,0,accounting,low
0.483,0.505,5,126,4,0,0,0,support,low
0.453,0.283,5,230,1,0,0,0,marketing,medium
0.43,0.738,3,126,5,0,0,0,support,low
0.769,0.768,4,225,5,0,0,0,marketing,medium
0.725,0.772,5,231,3,0,0,0,IT,low
0.249,0.973,4,140,5,0,0,0,technical,low
0.282,0.339,4,225,4,0,0,0,technical,low
0.251,0.6,3,159,3,0,0,0,sales,low
0.978,0.681,7,284,3,1,0,0,RandD,low
0.379,0.361,5,172,3,0,1,0,marketing,low
0.836,0.838,3,255,2,1,0,0,product_mng,medium
0.662,0.4,5,188,4,0,0,0,technical,medium
0.345,0.61,4,197,4,0,1,0,IT,low
0.41,0.383,6,208,3,0,0,1,accounting,low
0.163,0.859,5,235,2,0,0,1,hr,medium
0.196,0.922,5,158,4,0,0,0,RandD,medium
0.525,0.387,2,166,6,0,0,0,technical,low
0.777,0.397,3,224,3,0,0,0,accounting,low
0.843,0.499,5,208,5,0,0,0,sales,low
0.744,0.37,4,190,5,0,0,0,IT,low
0.162,0.286,6,192,7,0,1,0,support,medium
0.987,0.761,5,212,5,0,0,0,hr,medium
0.68,0.688,4,220,10,0,0,1,sales,medium
0.376,0.671,3,166,6,0,0,0,support,low
0.433,0.819,6,249,3,0,0,0,product_mng,low
0.231,0.864,3,249,2,0,0,0,IT,low
0.731,0.583,4,239,2,0,0,0,IT,high
0.884,0.353,4,237,1,0,0,0,support,low
0.406,0.676,6,197,4,0,0,0,IT,low
0.48,0.666,7,216,8,0,0,0,sales,medium
0.427,0.393,4,147,4,0,0,0,sales,low
0.214,0.797,3,173,5,0,0,0,accounting,medium
0.43,0.072,7,202,1,0,0,0,support,medium
0.523,0.793,4,138,3,0,0,0,technical,low
0.059,0.162,4,138,4,0,0,0,RandD,medium
0.398,0.489,4,203,10,0,0,0,accounting,low
0.637,0.448,4,310,5,0,1,0,technical,low
0.25,0.509,3,147,3,1,0,0,RandD,low
0.295,0.414,5,251,4,0,0,0,technical,medium
0.833,0.505,3,170,3,0,0,0,support,medium
0.46,0.692,4,178,4,0,0,0,support,low
0.523,0.319,3,219,8,0,0,0,support,low
0.228,0.485,2,257,7,0,0,0,support,low
0.598,0.674,4,242,6,1,0,0,product_mng,medium
0.571,0.629,3,213,3,0,0,0,IT,medium
0.887,0.471,4,219,3,0,0,0,sales,low
0.232,0.277,3,110,3,0,0,0,product_mng,medium
0.608,0.596,4,270,6,0,0,0,sales,low
0.642,0.841,5,249,1,0,0,0,sales,low
0.807,0.705,3,187,4,0,0,0,technical,low
0.515,0.699,3,255,3,0,0,0,product_mng,low
0.334,0.828,4,154,5,1,1,0,support,low
0.31,0.502,3,164,4,1,0,0,hr,low
0.625,0.291,6,186,5,0,0,0,RandD,high
0.217,0.492,5,235,9,0,0,0,technical,low
0.554,0.173,5,206,2,0,0,0,sales,low
0.586,0.306,5,110,4,1,0,0,technical,low
0.331,0.938,2,237,1,0,0,0,management,low
0.602,0.681,6,143,3,0,0,0,IT,medium
0.18,0.37,6,204,6,0,0,0,RandD,low
0.572,0.819,2,218,7,0,0,0,technical,low
0.342,0.659,2,216,4,0,0,0,technical,low
0.516,0.584,3,209,2,0,0,0,support,low
0.617,0.684,7,217,6,1,0,0,technical,low
0.476,0.468,4,255,6,0,0,0,sales,high
0.575,0.739,4,222,3,0,0,0,sales,low
0.149,0.495,6,237,7,0,1,0,RandD,medium
0.643,0.759,5,235,2,0,0,0,RandD,low
0.517,0.154,2,181,9,0,0,0,product_mng,high
0.483,0.565,6,182,2,0,1,0,sales,low
0.258,0.903,6,194,5,0,0,0,technical,low
0.608,0.917,4,224,5,0,0,0,management,medium
0.623,0.93,3,199,5,0,0,0,marketing,medium
0.352,0.347,5,192,4,0,0,0,sales,low
0.716,0.452,3,252,5,0,0,0,support,low
0.156,0.39,4,264,1,0,0,0,support,low
0.448,0.645,2,195,2,0,0,0,RandD,low
0.607,0.645,4,141,5,0,0,0,support,medium
0.694,0.247,4,134,4,0,0,0,product_mng,medium
0.42,0.888,6,211,2,0,0,0,hr,low
0.32,0.683,4,240,3,0,1,0,technical,medium
0.632,0.226,5,140,2,0,0,0,RandD,low
0.623,0.735,3,136,4,0,0,0,management,low
0.121,0.687,5,198,10,1,1,0,technical,low
0.901,0.739,6,211,1,0,0,0,support,medium
0.844,0.128,5,244,3,0,0,0,accounting,medium
0.765,0.621,3,199,4,0,1,0,product_mng,low
0.377,0.369,5,208,4,0,0,0,sales,low
0.454,0.601,5,162,4,0,0,0,technical,low
0.659,0.884,3,205,1,0,0,0,marketing,low
0.361,0.555,3,225,4,0,0,0,support,low
0.113,0.787,6,190,8,0,0,0,sales,low
0.873,0.599,3,185,3,0,0,0,technical,low
0.372,0.825,2,207,2,0,0,0,technical,medium
0.371,0.209,3,186,4,1,0,0,IT,low
0.643,0.768,4,272,10,1,0,0,technical,low
0.68,0.412,4,211,4,0,0,0,RandD,low
0.476,0.469,5,249,1,0,0,0,sales,low
0.816,0.34,6,164,2,1,1,0,RandD,high
0.7,0.782,5,248,3,0,0,0,sales,medium
0.564,0.438,6,245,5,0,0,1,technical,low
0.268,0.688,3,199,3,0,0,0,hr,low
0.646,0.457,2,290,2,0,0,0,accounting,low
0.553,0.4,4,223,6,1,0,0,technical,low
0.646,0.733,3,229,6,0,0,0,support,low
0.644,0.111,5,231,7,0,0,0,sales,medium
0.817,0.816,6,212,3,0,0,0,accounting,low
0.4,0.918,4,249,1,0,0,0,IT,medium
0.279,0.924,4,239,6,1,0,0,technical,medium
0.41,0.699,3,205,7,0,0,0,technical,high
0.257,0.896,4,173,6,0,1,0,product_mng,high
0.154,0.508,5,197,2,0,0,0,management,low
0.665,0.661,4,184,1,0,0,0,support,low
0.686,0.375,4,173,5,0,0,0,product_mng,medium
0.281,0.219,2,235,1,1,0,0,technical,low
0.646,0.425,5,134,3,0,0,0,product_mng,low
0.177,0.598,4,174,2,0,0,0,hr,low
0.396,0.731,2,202,2,1,0,0,sales,low
0.603,0.516,4,185,8,0,0,0,hr,low
0.673,0.456,4,220,5,0,0,0,technical,low
0.955,0.628,3,180,4,0,0,0,marketing,high
0.615,0.211,7,253,4,0,1,0,sales,medium
0.642,0.682,5,198,3,0,0,0,hr,medium
0.505,0.694,3,237,2,0,0,0,marketing,low
0.504,0.233,5,198,4,0,0,0,support,medium
0.647,0.577,5,203,2,0,0,0,technical,low
0.216,0.583,3,123,3,0,0,0,technical,low
0.481,0.686,5,225,3,0,1,0,technical,high
0.578,0.335,3,169,4,0,1,0,IT,medium
0.604,0.781,5,199,3,0,0,0,sales,medium
0.341,0.847,4,275,2,0,0,0,management,low
0.745,0.3,7,134,3,1,0,0,hr,medium
0.477,0.92,4,218,1,0,0,0,technical,low
0.047,0.155,4,283,3,0,0,0,technical,low
0.717,0.3,4,199,1,0,0,0,technical,low
0.59,0.857,7,193,2,0,0,0,technical,medium
0.4,0.93,3,229,7,0,1,0,IT,low
0.213,0.689,5,204,3,0,0,0,hr,low
0.427,0.574,5,129,3,0,0,0,technical,medium
0.67,0.28,5,257,6,0,0,0,support,low
0.623,0.394,6,275,4,1,1,0,IT,low
0.353,0.437,5,228,1,0,0,0,marketing,low
0.756,0.311,4,202,4,0,0,1,product_mng,low
0.118,0.509,4,211,1,0,0,0,hr,medium
0.897,0.142,3,190,5,0,0,0,support,medium
0.62,0.536,6,263,1,0,0,0,hr,low
0.54,0.292,3,237,3,0,0,0,technical,medium
0.573,0.631,5,214,2,0,0,0,hr,low
0.401,0.252,4,209,7,0,0,0,accounting,low
0.1,0.813,3,243,4,1,0,0,support,low
0.79,0.485,5,199,4,0,0,0,support,low
0.481,0.673,4,209,4,0,0,0,marketing,low
0.552,0.893,3,182,4,0,0,0,hr,low
0.265,0.29,2,126,4,0,0,0,support,low
0.592,0.483,3,234,7,0,0,0,sales,high
0.59,0.552,5,200,1,0,0,0,technical,medium
0.828,0.614,4,201,4,0,0,0,sales,medium
0.364,0.461,3,171,5,0,0,0,technical,low
0.289,0.515,4,198,1,0,0,0,sales,low
0.156,0.794,4,239,6,0,0,0,product_mng,low
0.548,0.555,4,197,4,0,0,0,sales,medium
0.137,0.617,5,171,5,0,1,0,IT,low
0.266,0.35,2,169,4,1,0,0,sales,high
0.294,0.617,3,214,5,0,0,0,technical,medium
0.149,0.267,5,193,8,0,0,0,sales,high
0.604,0.867,3,251,4,0,0,0,hr,high
0.62,0.912,4,160,3,0,0,0,product_mng,low
0.182,0.451,5,250,5,0,1,0,hr,low
0.791,0.401,3,193,3,0,0,0,support,low
0.632,0.457,5,201,6,1,0,0,support,low
0.803,0.543,3,205,2,0,0,0,hr,medium
0.438,0.749,5,254,8,0,0,0,product_mng,medium
0.422,0.925,5,282,3,0,1,0,sales,low
0.253,0.527,3,196,2,0,0,0,IT,high
0.893,0.234,6,128,7,0,0,0,sales,high
0.906,0.973,5,202,5,0,0,0,marketing,medium
0.618,0.979,4,224,2,0,0,0,technical,medium
0.552,0.69,2,172,3,0,0,1,sales,high
0.536,0.225,3,201,6,0,0,0,hr,low
0.684,0.475,4,261,6,0,1,0,sales,low
0.653,0.762,4,131,3,0,0,0,support,medium
0.324,0.295,5,160,5,0,0,0,support,high
0.38,0.786,5,242,7,1,1,0,technical,low
0.56,0.535,6,274,3,0,0,1,product_mng,medium
0.952,0.306,4,258,4,0,0,0,support,low
0.432,0.262,4,170,5,0,0,0,technical,medium
0.361,0.342,4,159,2,0,0,0,IT,low
0.435,0.636,3,183,10,0,0,1,sales,low
0.509,0.77,5,231,7,0,1,0,IT,low
0.341,0.498,4,164,2,0,0,0,product_mng,low
0.874,0.538,5,234,2,1,1,0,RandD,medium
0.215,0.645,3,241,1,0,0,0,support,low
0.729,0.844,4,239,9,0,0,0,technical,high
0.331,0.713,3,190,2,0,0,0,technical,low
0.648,0.417,5,205,7,0,0,0,support,low
0.325,0.363,5,199,1,0,1,0,support,low
0.337,0.472,4,146,3,0,0,0,accounting,medium
0.307,0.729,4,210,3,0,0,0,hr,low
0.585,0.76,6,157,3,0,0,0,sales,low
0.076,0.882,4,206,3,0,0,0,product_mng,medium
0.57,0.451,3,164,2,0,0,0,support,low
0.348,0.635,3,144,5,0,0,0,sales,medium
0.596,0.806,3,152,7,0,0,0,technical,low
0.469,0.744,4,235,3,0,0,0,IT,medium
0.195,0.551,3,153,6,0,0,0,hr,medium
0.301,0.536,5,219,3,0,0,0,product_mng,low
0.497,0.789,4,179,8,0,0,0,sales,medium
0.379,0.444,5,189,5,0,0,0,support,low
0.172,0.534,4,222,3,0,0,0,sales,medium
0.654,0.731,4,259,5,0,0,0,technical,high
0.736,0.789,4,176,2,0,0,0,IT,medium
0.335,0.759,4,236,9,0,0,0,support,high
0.171,0.263,3,222,3,0,1,0,technical,low
0.367,0.621,3,177,7,0,0,0,hr,low
0.346,0.645,4,183,3,0,0,0,support,low
0.129,0.158,6,269,4,0,1,0,product_mng,medium
0.868,0.348,3,168,7,0,0,0,IT,high
0.77,0.493,4,187,3,0,0,0,technical,low
0.219,0.307,3,152,7,0,0,0,sales,low
0.301,0.939,4,149,3,0,0,0,management,low
0.604,0.966,3,159,4,1,0,0,product_mng,medium
0.418,0.979,4,266,7,0,0,0,sales,medium
0.157,0.517,3,231,6,0,0,1,management,low
0.512,0.618,3,268,6,0,0,0,management,high
0.221,0.466,3,160,7,0,0,0,sales,low
0.715,0.222,5,207,7,0,0,0,product_mng,low
0.403,0.117,4,219,3,0,0,0,sales,low
0.516,0.595,3,179,2,1,0,0,technical,low
0.595,0.482,6,172,6,0,0,0,sales,low
0.206,0.698,4,219,8,0,0,0,product_mng,low
0.43,0.916,4,274,5,0,0,0,sales,medium
0.652,0.19,4,132,3,0,0,0,support,low
0.395,0.691,4,149,5,0,0,0,marketing,medium
0.763,0.459,3,149,6,0,0,0,product_mng,medium
0.48,0.419,4,255,4,0,0,0,technical,low
0.443,0.807,4,155,7,0,0,0,IT,low
0.376,0.492,5,196,7,0,0,0,technical,low
0.878,0.2,5,154,5,0,0,0,technical,low
0.356,0.583,5,244,3,0,0,0,management,low
0.269,0.449,4,238,5,0,0,0,technical,low
0.278,0.505,6,190,3,0,0,0,technical,low
0.373,0.271,4,191,4,0,0,0,sales,low
0.841,0.284,2,187,4,0,0,0,marketing,high
0.487,0.428,4,235,4,0,0,0,sales,medium
0.484,0.266,5,243,1,0,0,0,IT,low
0.191,0.568,6,168,7,0,0,0,technical,high
0.641,0.915,6,300,3,0,0,0,technical,medium
0.472,0.76,4,221,3,0,0,0,sales,low
0.486,0.539,2,276,8,0,1,0,sales,medium
0.396,0.574,4,214,3,0,0,0,sales,medium
0.384,0.69,4,200,6,0,1,0,sales,low
0.498,0.58,4,164,3,0,0,0,product_mng,low
0.227,0.798,4,147,7,0,1,0,sales,low
0.563,0.697,4,171,2,0,0,0,technical,low
0.554,0.713,4,223,3,0,0,0,IT,low
0.347,0.589,5,196,7,0,0,0,IT,medium
0.691,0.345,2,249,4,0,0,0,support,low
0.689,0.866,4,175,3,0,0,0,hr,low
0.691,0.764,3,241,4,0,0,0,sales,medium
0.698,0.754,6,182,4,0,0,0,technical,medium
0.328,0.157,4,152,2,0,0,0,sales,low
0.489,0.872,4,203,5,0,0,0,technical,low
0.336,0.727,5,207,3,0,0,0,technical,low
0.091,0.516,5,126,1,0,0,0,technical,low
0.409,0.382,6,232,2,0,0,0,product_mng,medium
0.81,0.628,5,215,6,1,0,0,support,medium
0.33,0.843,3,232,10,0,0,0,IT,low
0.402,0.841,6,196,7,0,0,0,hr,high
0.827,0.439,3,218,3,0,0,0,support,medium
0.891,0.542,5,222,1,1,0,0,IT,low
0.593,0.641,6,206,3,0,1,0,support,low
0.835,0.34,7,154,5,0,0,0,sales,medium
0.805,0.585,5,182,10,0,0,0,support,medium
0.505,0.78,6,268,5,0,1,0,hr,medium
0.29,0.736,7,217,2,0,0,0,management,medium
0.946,0.746,5,242,2,0,0,0,support,low
0.683,0.789,4,195,5,0,0,0,sales,medium
0.153,0.113,4,187,4,0,0,0,support,medium
0.22,0.328,3,155,2,0,0,0,technical,low
0.617,0.217,4,159,3,0,0,0,support,low
0.32,0.951,5,208,7,0,1,0,hr,low
0.471,0.536,2,239,3,0,0,0,support,low
0.478,0.389,5,173,2,0,0,0,sales,medium
0.198,0.864,4,163,5,0,0,0,IT,low
0.26,0.734,4,211,2,0,0,0,IT,low
0.341,0.294,3,172,4,0,0,0,support,low
0.585,0.733,3,189,2,0,0,0,support,low
0.413,0.803,5,150,5,0,0,0,product_mng,low
0.636,0.424,3,172,1,0,0,0,sales,low
0.78,0.857,4,280,3,1,0,0,sales,medium
0.235,0.83,6,235,4,0,0,1,sales,low
0.256,0.726,5,196,4,0,1,0,accounting,low
0.77,0.535,4,180,6,0,0,0,hr,medium
0.265,0.633,5,247,1,0,0,0,technical,medium
0.515,0.506,4,143,3,0,0,0,technical,medium
0.352,0.232,3,275,1,0,0,0,sales,medium
0.663,0.899,3,229,10,0,0,0,IT,low
0.24,0.329,4,210,3,0,0,0,sales,medium
0.472,0.657,6,156,5,1,0,0,support,low
0.347,0.794,4,208,1,0,0,0,IT,medium
0.212,0.278,4,220,3,0,0,0,sales,low
0.354,0.759,4,229,10,0,0,0,accounting,medium
0.281,0.329,3,218,4,0,0,0,technical,medium
0.573,0.63,3,155,6,0,0,0,accounting,low
0.654,0.483,7,205,6,0,1,0,support,medium
0.347,0.226,5,140,3,0,0,1,sales,medium
0.762,0.745,4,177,3,0,0,0,technical,high
0.146,0.435,4,193,5,0,1,0,technical,high
0.589,0.419,4,185,4,0,0,0,accounting,low
0.602,0.136,4,169,2,0,0,1,sales,low
0.308,0.437,7,187,3,1,0,0,technical,high
0.431,0.324,3,223,3,0,0,0,sales,low
0.607,0.668,4,167,3,0,0,0,support,low
0.486,0.464,7,244,3,0,0,0,RandD,medium
0.363,0.236,5,243,4,0,1,0,hr,low
0.192,0.789,5,216,3,0,0,0,sales,high
0.41,0.841,4,185,4,0,0,0,sales,medium
0.932,0.561,6,140,4,0,0,0,IT,medium
0.304,0.688,6,106,1,0,0,0,marketing,medium
0.58,0.81,4,189,4,0,0,0,sales,low
0.629,0.363,5,242,4,1,0,0,technical,low
0.343,0.481,7,183,3,0,0,0,marketing,medium
0.564,0.724,4,231,3,0,0,0,sales,low
0.606,0.793,4,251,5,0,0,0,sales,medium
0.614,0.621,3,234,5,0,0,0,support,low
0.396,0.601,5,232,9,0,1,0,support,low
0.583,0.662,3,138,3,0,0,0,support,low
0.255,0.461,4,234,2,0,0,0,management,low
0.09,0.626,3,237,3,0,0,0,product_mng,high
0.433,0.812,7,168,6,0,1,0,marketing,low
0.229,0.11,5,214,5,0,0,0,hr,low
0.315,0.911,3,188,2,0,0,0,technical,low
0.38,0.608,5,171,3,0,0,0,technical,low
0.662,0.821,4,156,10,0,0,0,technical,low
0.2,0.872,5,225,3,0,0,0,accounting,medium
0.509,0.323,5,144,2,0,0,0,marketing,low
0.258,0.185,5,278,3,0,0,0,accounting,low
0.975,0.285,3,174,1,0,0,0,support,low
0.684,0.89,3,213,1,0,0,0,support,low
0.246,0.475,3,159,4,0,0,0,sales,low
0.513,0.804,5,189,2,0,0,0,sales,low
0.393,0.898,4,197,8,0,0,0,technical,low
0.309,0.802,3,198,4,1,0,0,sales,low
0.44,0.751,4,171,4,0,0,0,product_mng,medium
0.683,0.704,4,236,4,0,0,0,product_mng,low
0.909,0.493,4,196,1,0,0,0,technical,medium
0.744,0.428,6,168,9,0,1,0,technical,medium
0.341,0.364,5,213,4,0,0,0,sales,low
0.186,0.656,5,221,7,1,0,0,sales,high
0.285,0.771,3,226,5,0,0,0,sales,low
0.601,0.606,6,224,7,0,0,0,sales,medium
0.635,0.485,4,190,6,0,0,0,product_mng,low
0.641,0.392,4,228,2,0,0,0,sales,medium
0.596,0.351,2,161,3,0,0,0,marketing,low
0.438,0.449,5,166,2,1,0,0,accounting,medium
0.891,0.571,6,241,10,0,0,0,IT,low
0.651,0.771,3,223,4,0,0,0,support,high
0.467,0.354,3,191,4,0,0,0,product_mng,low
0.751,0.907,3,154,10,0,0,0,support,medium
0.37,0.4,4,211,5,0,0,0,accounting,medium
0.51,0.519,5,191,4,0,0,0,product_mng,low
0.619,0.208,5,193,5,1,0,1,hr,medium
0.578,0.623,5,199,8,0,0,0,sales,low
0.202,0.51,4,163,2,0,0,0,technical,medium
0.485,0.759,5,218,4,0,0,0,sales,low
0.795,0.636,4,208,1,1,0,0,sales,high
0.362,0.664,4,190,5,0,0,0,support,medium
0.776,0.745,4,172,6,0,0,0,accounting,medium
0.441,0.394,4,282,3,0,0,1,marketing,low
0.389,0.666,3,180,3,0,0,0,sales,medium
0.289,0.777,6,140,2,0,0,0,accounting,high
